Customer_ID,Attr1_Dummy1,Attr1_Dummy2,Attr1_Dummy3,Attr2_Trans,Attr3_dummy1,Attr3_dummy2,Attr3_dummy3,Attr3_dummy4,Attr4_Dummy1,Attr4_Dummy2,Attr4_Dummy3,Attr4_Dummy4,Attr4_Dummy5,Attr4_Dummy6,Attr5_Dummy1,Attr5_Dummy2,Attr6_Dummy1,Attr6_Dummy2,Attr6_Dummy3,Attr6_Dummy4,Attr7_Dummy1,Attr7_Dummy2,Attr7_Dummy3,Attr7_Dummy4,Attr8,Attr9_Dummy1,Attr9_Dummy2,Attr9_Dummy3,Attr10_Dummy1,Attr10_Dummy2,Attr11,Attr12_Dummy1,Attr12_Dummy2,Attr12_Dummy3,Attr13,Attr14_Dummy,Attr15_Dummy,Attr16,Attr17_Dummy1,Attr17_Dummy2,Attr17_Dummy3,Attr18,Attr19_Dummy,Attr20,Default_On_Payment,Count
100655,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,35,0,0,2,0,0,0,1,1,A201,0,1
100656,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,22,0,1,1,0,0,0,1,0,A201,0,1
100657,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,41,1,0,1,0,1,0,2,0,A201,1,1
100658,0,0,0,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,3,0,0,0,37,1,0,1,0,0,0,1,1,A201,0,1
100659,0,1,0,36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,28,0,0,2,0,0,0,1,0,A201,0,1
100660,0,1,0,24,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,41,0,0,1,0,0,0,1,1,A201,0,1
100661,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,1,0,0,23,0,1,1,0,0,0,1,0,A201,0,1
100662,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,0,0,0,23,0,0,1,0,0,0,1,0,A201,1,1
100663,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,1,0,0,50,0,0,2,0,0,0,1,0,A201,0,1
100664,0,1,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,35,1,0,2,0,0,1,1,1,A201,0,1
100665,0,0,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,0,50,0,0,1,0,1,0,1,0,A201,0,1
100666,0,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,2,0,0,1,27,1,0,2,0,0,1,1,1,A201,0,1
100667,0,1,0,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,34,1,0,1,0,0,0,2,1,A201,0,1
100668,0,0,0,48,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,27,1,0,1,0,0,0,1,0,A201,0,1
100669,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,4,0,1,0,43,0,1,2,0,0,0,1,1,A201,1,1
100670,0,0,1,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,1,0,47,0,0,1,0,0,0,1,0,A201,0,1
100671,0,0,0,24,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,27,0,0,2,0,1,0,1,1,A201,0,1
100672,0,0,0,36,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,31,0,0,2,0,0,0,1,1,A201,0,1
100673,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,1,0,42,0,0,1,0,0,1,1,1,A201,0,1
100674,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,24,0,0,1,0,0,0,1,0,A201,0,1
100675,0,0,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0,41,1,0,1,0,1,0,2,0,A201,1,1
100676,0,0,0,36,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,4,0,0,0,26,0,1,1,0,0,1,1,1,A201,0,1
100677,0,0,0,24,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,33,0,0,1,0,0,0,1,1,A201,0,1
100678,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,24,0,0,1,0,0,0,1,0,A201,1,1
100679,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,60,1,1,1,0,1,0,1,0,A201,0,1
100680,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,26,0,0,1,0,0,0,1,0,A201,0,1
100681,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,56,0,0,1,0,0,0,1,0,A201,0,1
100682,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,1,37,0,1,1,0,0,0,1,1,A201,0,1
100683,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,0,0,33,1,0,2,0,0,0,1,0,A201,0,1
100684,0,0,0,24,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,47,0,1,3,0,0,0,1,1,A201,0,1
100685,0,1,0,36,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,31,0,0,2,0,1,0,2,1,A201,0,1
100686,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,1,34,0,1,1,0,0,0,2,1,A201,0,1
100687,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,1,0,27,0,0,2,0,0,0,1,1,A201,0,1
100688,0,1,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,1,30,0,1,1,0,0,0,1,0,A201,0,1
100689,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,35,0,0,1,0,0,0,1,1,A201,0,1
100690,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,31,0,0,1,0,0,0,2,0,A201,0,1
100691,1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,25,0,0,2,0,0,0,1,0,A201,0,1
100692,0,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,25,0,0,1,0,1,0,1,0,A201,0,1
100693,0,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,29,0,0,1,0,0,0,1,0,A201,0,1
100694,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,44,0,0,2,0,1,0,2,0,A201,0,1
100695,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,28,0,0,1,0,0,0,1,1,A201,0,1
100696,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,50,0,1,1,0,0,0,1,0,A201,0,1
100697,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,1,0,0,29,0,0,2,0,0,0,1,0,A202,0,1
100698,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,38,0,0,1,1,0,0,1,0,A201,0,1
100699,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,24,0,0,2,0,0,0,1,0,A201,0,1
100700,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,40,0,1,1,0,0,1,1,1,A201,0,1
100701,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,29,0,1,1,0,1,0,1,0,A201,1,1
100702,1,0,0,48,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,46,0,1,2,0,0,0,1,1,A201,1,1
100703,0,0,1,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,47,0,1,1,0,0,0,1,1,A201,0,1
100704,0,1,0,36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,0,41,1,0,2,0,0,0,1,0,A201,0,1
100705,0,1,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,1,0,32,0,0,1,0,0,0,2,1,A201,0,1
100706,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,4,0,0,1,35,0,1,1,0,0,0,1,0,A201,0,1
100707,0,1,0,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0,24,0,0,1,0,0,0,1,0,A201,1,1
100708,0,1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,3,0,1,0,25,0,1,2,0,0,0,1,0,A201,1,1
100709,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,1,0,0,25,0,0,1,0,0,0,1,0,A201,0,1
100710,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,37,0,0,1,0,1,0,2,0,A201,0,1
100711,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,3,0,1,0,32,1,0,2,0,0,1,1,1,A201,0,1
100712,1,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,1,35,0,1,1,0,0,0,1,0,A201,1,1
100713,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,1,0,0,46,0,0,1,0,0,1,1,1,A201,0,1
100714,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,25,0,0,2,0,1,0,1,0,A201,0,1
100715,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,27,0,0,1,0,0,1,1,1,A201,1,1
100716,0,0,0,36,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,60,0,0,2,0,0,0,1,0,A201,0,1
100717,0,0,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,2,0,0,0,40,0,0,2,0,0,0,2,1,A201,0,1
100718,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,32,0,1,1,0,0,1,1,1,A201,0,1
100719,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,31,0,0,2,0,0,0,1,1,A201,0,1
100720,0,1,0,24,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,4,0,0,0,31,1,0,2,0,0,0,1,1,A201,0,1
100721,0,0,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,34,0,0,2,0,0,1,1,1,A201,1,1
100722,0,1,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,24,1,1,1,0,0,0,2,0,A201,1,1
100723,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,24,0,0,1,0,1,0,1,0,A201,1,1
100724,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,3,1,0,0,60,0,0,1,0,1,0,1,0,A201,0,1
100725,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,0,0,21,0,1,1,0,0,0,1,0,A201,1,1
100726,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,41,1,0,2,0,1,0,1,0,A201,0,1
100727,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,47,0,0,2,0,1,0,1,0,A201,0,1
100728,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,25,1,1,2,0,0,0,1,0,A201,1,1
100729,0,1,0,48,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,0,0,1,59,0,1,1,0,0,0,1,0,A201,1,1
100730,0,0,1,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,36,0,0,2,0,0,0,1,1,A201,0,1
100731,0,1,0,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,33,0,0,1,0,0,0,1,0,A201,0,1
100732,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,21,0,1,1,0,1,0,2,0,A201,1,1
100733,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,2,1,0,0,44,0,0,1,0,1,0,1,0,A201,0,1
100734,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,28,0,1,1,0,0,0,1,1,A201,0,1
100735,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,37,0,0,1,0,0,0,2,0,A201,0,1
100736,0,1,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,2,0,0,1,29,1,0,1,1,0,0,1,0,A201,0,1
100737,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,23,0,1,2,0,0,1,1,0,A201,1,1
100738,1,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,35,0,0,1,0,1,0,2,1,A201,0,1
100739,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,45,0,0,2,0,0,1,2,1,A201,0,1
100740,0,1,0,36,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,26,0,1,2,0,1,0,1,0,A201,1,1
100741,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,32,1,0,1,0,0,0,1,0,A201,0,1
100742,0,1,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,23,1,0,1,0,1,0,1,0,A201,0,1
100743,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,3,0,1,0,41,0,0,1,0,0,0,1,1,A201,0,1
100744,1,0,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,22,1,0,1,0,0,0,1,1,A201,0,1
100745,1,0,0,48,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,4,0,1,0,30,0,0,2,0,0,1,1,1,A201,0,1
100746,1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,28,1,0,2,0,1,0,1,0,A201,0,1
100747,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,23,0,1,1,0,0,0,1,0,A201,0,1
100748,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,37,0,0,1,0,1,0,1,0,A201,1,1
100749,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,26,0,0,1,0,0,0,1,0,A201,0,1
100750,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,33,0,0,1,0,0,0,1,0,A201,0,1
100751,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,49,1,0,1,0,0,0,1,1,A201,0,1
100752,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,23,0,0,1,0,1,0,1,0,A201,1,1
100753,0,1,0,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,4,1,0,0,23,0,1,1,0,1,0,1,0,A201,0,1
100754,0,0,0,36,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,0,0,25,0,0,2,0,0,0,1,0,A201,0,1
100755,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,55,0,1,2,0,0,0,2,0,A201,1,1
100756,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,4,0,0,1,32,0,1,1,0,0,0,1,0,A201,1,1
100757,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,60,0,0,3,1,0,0,2,0,A202,0,1
100758,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4,0,0,1,39,0,1,2,0,0,0,1,1,A201,1,1
100759,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,31,0,0,1,0,0,0,1,1,A201,0,1
100760,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,1,0,35,0,0,2,0,0,0,1,0,A201,1,1
100761,0,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4,0,0,0,59,0,0,1,0,0,0,1,1,A201,0,1
100762,1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,0,24,0,1,2,0,0,0,1,0,A201,1,1
100763,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,24,0,0,1,0,1,0,1,0,A201,0,1
100764,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,4,0,0,1,30,0,1,1,0,0,1,1,1,A201,1,1
100765,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,3,0,1,0,27,0,0,2,0,0,0,1,1,A201,0,1
100766,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,1,0,0,40,1,0,2,0,1,0,1,0,A201,0,1
100767,1,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0,31,0,0,1,0,1,0,1,0,A201,1,1
100768,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,1,0,0,31,0,1,1,0,0,0,1,0,A201,0,1
100769,0,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,28,0,1,3,0,0,0,1,1,A201,0,1
100770,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,60,0,0,2,0,1,0,1,1,A201,0,1
100771,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,4,1,0,0,26,0,1,1,0,0,0,1,0,A201,0,1
100772,1,0,0,36,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,25,0,0,2,0,0,1,1,1,A201,1,1
100773,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,36,0,0,1,0,0,1,1,1,A201,0,1
100774,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,1,0,52,1,0,2,0,0,0,1,0,A201,0,1
100775,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,1,60,1,1,3,1,0,0,1,0,A201,0,1
100776,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,4,1,0,0,25,0,1,1,0,0,0,1,0,A201,1,1
100777,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,37,0,0,2,0,0,0,1,1,A201,0,1
100778,1,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,1,1,0,0,25,0,0,1,0,0,0,1,0,A201,0,1
100779,0,0,0,36,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,38,0,0,2,0,0,1,1,1,A201,0,1
100780,0,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,60,0,0,1,0,0,0,1,1,A201,0,1
100781,0,1,0,48,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,1,0,0,25,0,0,2,0,0,0,1,0,A201,1,1
100782,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,1,0,0,60,0,0,1,0,0,0,1,1,A201,0,1
100783,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,31,0,0,1,0,1,0,1,1,A201,0,1
100784,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,23,1,0,1,0,1,0,1,0,A201,1,1
100785,0,1,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,0,0,60,0,0,1,0,0,1,1,1,A201,0,1
100786,0,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,35,0,0,1,0,1,0,1,1,A201,0,1
100787,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,40,0,0,1,0,0,0,1,0,A201,0,1
100788,0,0,0,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,3,0,0,0,38,0,0,2,0,0,0,2,1,A201,0,1
100789,0,1,0,48,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,1,50,0,1,1,0,0,0,1,0,A201,1,1
100790,1,0,0,48,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,27,1,0,1,0,0,0,1,1,A201,1,1
100791,0,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,1,0,39,0,0,1,0,0,0,2,0,A201,1,1
100792,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,4,0,0,0,41,0,0,1,0,0,1,2,1,A201,0,1
100793,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,27,0,0,2,0,0,0,1,0,A201,0,1
100794,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,4,0,0,1,51,0,1,1,0,0,0,1,0,A201,0,1
100795,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,1,32,0,1,1,0,0,0,1,1,A201,0,1
